[2026/07/19 01:01:00:000   00   17844   04865             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 12:04:24:975   00   17844   15498   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 12:08:13:975   00   17844   10963   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9266c85e0fec 
[2026/07/19 12:09:38:975   00   17844   14391   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=03fa996d31d9 
[2026/07/19 12:09:38:995   00   17844   12371   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c3f6913ea3bd 
[2026/07/19 12:09:42:425   00   17844   11702   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | trace_id=5a420fed764
[2026/07/19 12:09:42:471   00   17844   07993   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f39c7fe3122f 
[2026/07/19 12:09:42:597   00   17844   11749   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d74e38acd0a9 
[2026/07/19 12:09:44:325   00   17844   14362   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 12:09:46:583   00   17844   01087   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 12:09:47:014   00   17844   17794   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c9ae4e4446ea 
[2026/07/19 12:09:47:134   00   17844   03602   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ffb0faf0b758 
[2026/07/19 12:09:47:478   00   17844   09063   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 12:09:59:981   00   17844   07832   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 12:10:05:514   00   17844   03371   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1c77a9e695b4 
[2026/07/19 12:10:10:534   00   17844   06959   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=40c7450f8c7e 
[2026/07/19 12:10:10:713   00   17844   11433   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 12:10:11:158   00   17844   02188   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50     
[2026/07/19 12:10:11:620   00   17844   02282   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=97f8a0876b85 
[2026/07/19 12:10:22:098   00   17844   09094   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=28279ab93047 
[2026/07/19 12:10:22:433   00   17844   06594   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 12:11:41:433   00   17844   15734   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=206d5c42f965 
[2026/07/19 12:11:41:709   00   17844   13052   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent c
[2026/07/19 12:11:45:099   00   17844   11715   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 12:11:47:815   00   17844   09152   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cal
[2026/07/19 12:11:59:104   00   17844   11042   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 12:12:14:143   00   17844   06642   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a392d098c38e 
[2026/07/19 12:12:14:307   00   17844   06660   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 12:12:14:617   00   17844   19626   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 12:12:19:833   00   17844   14192   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | mem_util=71%        
[2026/07/19 12:12:25:775   00   17844   04936   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=07949b467a06 
[2026/07/19 12:12:29:085   00   17844   14974   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
[2026/07/19 12:12:34:505   00   17844   15529   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b9e06c34e54e 
[2026/07/19 12:12:47:370   00   17844   01852   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
[2026/07/19 12:12:52:061   00   17844   17919   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 mem_
[2026/07/19 12:12:56:758   00   17844   14711   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1207dccca3ac 
[2026/07/19 12:12:59:907   00   17844   18400   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bab491e71b35 
[2026/07/19 12:13:02:229   00   17844   11292   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ab54ecadd580 
[2026/07/19 12:13:04:460   00   17844   19911   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=58e6c6bbf0aa 
[2026/07/19 12:21:04:460   00   17844   11441   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a78e0c49e4b7 
[2026/07/19 12:21:06:472   00   17844   18198   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=718975dfe197 
[2026/07/19 12:21:07:490   00   17844   03765   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics me
[2026/07/19 12:21:10:806   00   17844   18887   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 12:21:12:075   00   17844   07918   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 12:21:16:316   00   17844   01083   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=14d02d2b98ab 
[2026/07/19 12:21:16:362   00   17844   18403   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=caaf25ca3aee 
[2026/07/19 12:21:16:830   00   17844   05202   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_
[2026/07/19 12:21:21:538   00   17844   18032   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=640bed284230 
[2026/07/19 12:21:24:439   00   17844   01868   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ab18bd1491de 
[2026/07/19 12:21:28:257   00   17844   03830   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=89c7f8fa21d5 
[2026/07/19 12:21:42:976   00   17844   14283   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2446d049452b 
[2026/07/19 12:21:43:247   00   17844   09499   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=030ac5e72549 
[2026/07/19 12:21:43:272   00   17844   03783   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3cc0649c9276 
[2026/07/19 12:21:43:480   00   17844   09347   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 12:21:45:649   00   17844   01119   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e0f860814d0b 
[2026/07/19 12:21:50:517   00   17844   10132   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f691e43d1829 
[2026/07/19 12:22:03:330   00   17844   01638   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=85%        
[2026/07/19 12:22:03:427   00   17844   18531   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f159232db09d 
[2026/07/19 12:22:03:831   00   17844   14480   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=7fffdc0d1ca0 
[2026/07/19 12:22:03:901   00   17844   14262   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 12:22:03:911   00   17844   06571   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3bae1d2f6f62 
[2026/07/19 12:22:09:206   00   17844   11655   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | trace_id=f36f174b8c9
[2026/07/19 12:22:14:517   00   17844   10830   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 12:22:16:028   00   17844   09003   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 12:22:19:469   00   17844   08910   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=20% mem_uti
[2026/07/19 12:24:01:469   00   17844   19934   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3022a5c6db93 
[2026/07/19 12:24:01:559   00   17844   18511   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent m
[2026/07/19 12:24:05:837   00   17844   15743   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 12:24:05:979   00   17844   16510   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=020c1d66ecfc 
[2026/07/19 12:24:07:767   00   17844   18685   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics   
[2026/07/19 12:24:11:364   00   17844   05885   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cpu
[2026/07/19 12:24:13:306   00   17844   17847   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=28980b647077 
[2026/07/19 12:24:26:069   00   17844   06130   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=40% mem_uti
[2026/07/19 12:26:42:069   00   17844   08637   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
[2026/07/19 12:26:42:561   00   17844   12091   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 12:28:19:561   00   17844   16205   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | trace_id=8195a4a7107
[2026/07/19 12:31:20:561   00   17844   07545   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager
[2026/07/19 12:31:30:668   00   17844   05469   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 12:33:08:668   00   17844   13166   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
